variant	model	repetition	task	copy_ns	offline_ns	peak_snapshot_bytes	max_stable_events	lazy_cycle_checks	lazy_edge_candidates	lazy_depth_fallbacks	product_checks	product_state_visits	product_transitions	product_size_fallbacks	executions	records
before	tso	r01	13-privatized_40-traces-ex-6_true.yml	0	85577	2936	14	4	119	0	0	0	0	0	1	1
before	tso	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	0	52283	2760	13	2	54	0	0	0	0	0	0	1
before	tso	r01	13-privatized_42-traces-ex-mini_true.yml	0	87507	3816	19	4	255	0	0	0	0	0	2	1
before	tso	r01	13-privatized_44-traces-mine2_true.yml	0	35678	2760	13	2	46	0	0	0	0	0	1	1
before	tso	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	0	151988	3992	20	6	357	0	0	0	0	0	2	1
before	tso	r01	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	13-privatized_47-refine-protected2_true.yml	0	55753	2584	12	4	101	0	0	0	0	0	2	1
before	tso	r01	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	14_spin2003.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	tso	r01	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	tso	r01	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	tso	r01	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	tso	r01	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	tso	r01	28-race_reach_45-escape_racing.yml	0	38667	3816	19	2	106	0	0	0	0	0	0	1
before	tso	r01	28-race_reach_46-escape_racefree.yml	0	81167	3464	17	4	191	0	0	0	0	0	2	1
before	tso	r01	29_conditionals_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	36-apron_11-traces-max-simple_true.yml	0	62920	2584	12	4	101	0	0	0	0	0	2	1
before	tso	r01	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	36-apron_21-traces-cluster-based_true.yml	0	621318	6632	35	26	2014	0	0	0	0	0	6	1
before	tso	r01	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	45_monabsex1_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	46_monabsex2_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	butterfly.yml	0	7908054268	11032	60	304114	44028054	0	0	0	0	0	64560	1
before	tso	r01	circular_buffer_bad.yml	0	29170887	30456	85	14	18669	0	0	0	0	0	1	1
before	tso	r01	circular_buffer_ok.yml	0	1959996756	163992	232	6864	28061574	0	0	0	0	0	3432	1
before	tso	r01	dekker-unfair.yml	0	237015	5928	31	14	937	0	0	0	0	0	4	1
before	tso	r01	dekker.yml	0	242387	5928	31	14	937	0	0	0	0	0	4	1
before	tso	r01	exponential-nondet.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	fib_safe-5.yml	0	4115080525	171736	243	6884	50861919	0	0	0	0	0	2772	1
before	tso	r01	fib_safe-6.yml	0	24376156785	248008	281	29036	288430537	0	0	0	0	0	12012	1
before	tso	r01	fib_unsafe-5.yml	0	1146293642	171736	243	1880	13786133	0	0	0	0	0	632	1
before	tso	r01	fib_unsafe-6.yml	0	11463528006	248008	281	8244	81433459	0	0	0	0	0	2942	1
before	tso	r01	fib_unsafe-7.yml	0	36898246824	281448	319	35572	455400086	0	0	0	0	0	13238	1
before	tso	r01	lazy01.yml	0	14797620	5048	26	6	497	0	0	0	0	0	1	1
before	tso	r01	pthread-demo-datarace-3.yml	0	39017023	231288	262	80	1076839	0	0	0	0	0	0	1
before	tso	r01	queue.yml	0	13923923	142168	201	40	322450	0	0	0	0	0	2	1
before	tso	r01	queue_longer.yml	0	0	0	0	0	0	0	0	0	0	0	0	0
before	tso	r01	queue_ok.yml	0	2768314	161880	229	4	46024	0	0	0	0	0	2	1
before	tso	r01	queue_ok_longer.yml	12001664	934056465	13851760	4029	4	15503664	0	0	0	0	0	2	1
before	tso	r01	queue_ok_longest.yml	46976719	4422756298	54452288	8029	4	61735070	4	0	0	0	0	2	1
before	tso	r01	race-1_1-join.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	race-1_2-join.yml	0	49833	4520	23	2	189	0	0	0	0	0	1	1
before	tso	r01	race-1_3-join.yml	0	48624	4520	23	2	189	0	0	0	0	0	1	1
before	tso	r01	race-2_1-container_of.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	race-3_1-container_of-global.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	race-4_1-thread_local_vars.yml	0	0	0	0	0	0	0	0	0	0	0	0	1
before	tso	r01	reorder_2.yml	0	25844180	29400	82	432	328668	0	0	0	0	0	162	1
before	tso	r01	singleton.yml	0	282183	8040	43	8	1001	0	0	0	0	0	1	1
before	tso	r01	singleton_with-uninit-problems.yml	0	289957	8216	44	12	1722	0	0	0	0	0	4	1
before	tso	r01	stateful01-1.yml	0	105707	5928	31	4	625	0	0	0	0	0	0	1
before	tso	r01	stateful01-2.yml	0	359383	6104	32	12	2074	0	0	0	0	0	6	1
before	tso	r01	szymanski.yml	0	803640	5576	29	62	2270	0	0	0	0	0	6	1
before	tso	r01	time_var_mutex.yml	0	137203	5400	28	4	524	0	0	0	0	0	2	1
before	tso	r01	triangular-1.yml	0	2436413507	24472	68	43036	35610116	0	0	0	0	0	16632	1
before	tso	r01	triangular-2.yml	0	550728250	24472	68	10316	8402826	0	0	0	0	0	3638	1
before	tso	r01	twostage_3.yml	0	2330302	35736	100	30	29858	0	0	0	0	0	4	1
before	tso	r01	unwind2-1.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	unwind2-100.yml	0	0	0	0	0	0	0	0	0	0	0	1	1
before	tso	r01	unwind3-1.yml	0	38781	3640	18	2	118	0	0	0	0	0	1	1
