task	status	category	interpretation	cputime	walltime	memory	executions	blocked	xml
c/goblint-regression/13-privatized_01-priv_nr_true.yml	true	correct	benchmark-consistent	0.073261263s	0.08007538004312664s	25772032B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_42-traces-ex-mini_true.yml	true	correct	benchmark-consistent	0.067414025s	0.0786363699589856s	25759744B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_25-struct_nr_true.yml	true	correct	benchmark-consistent	0.064664908s	0.07806294196052477s	25710592B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_pos.yml	true	wrong	conditional-input-miss	0.069095976s	0.08043084596283734s	25751552B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	true	correct	benchmark-consistent	0.068681369s	0.07680612802505493s	25780224B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	true	correct	benchmark-consistent	0.068992987s	0.07906596397515386s	25767936B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	true	correct	benchmark-consistent	0.072045992s	0.07904619100736454s	25694208B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	true	correct	benchmark-consistent	0.071976552s	0.08271568798227236s	25796608B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/test-semi1.wvr.yml	true	correct	benchmark-consistent	0.067539273s	0.07310351997148246s	25210880B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/test-easy11.wvr.yml	TIMEOUT	error	unknown	11.004221358s	11.016122977947816s	25178112B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/test-easy7.wvr.yml	true	correct	benchmark-consistent	0.066263405s	0.0705311470082961s	25313280B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/test-easy1.wvr.yml	true	correct	benchmark-consistent	0.06666216s	0.08081878395751119s	25231360B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-figure1-alt.wvr.yml	true	correct	benchmark-consistent	0.069133854s	0.07606671698158607s	25255936B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-figure3.wvr.yml	TIMEOUT	error	unknown	11.00421972s	11.019989436957985s	78364672B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/test-easy8.wvr.yml	true	correct	benchmark-consistent	0.06504768s	0.07517778896726668s	25214976B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-misc-2-unrolled.wvr.yml	true	correct	benchmark-consistent	0.0567269s	0.06527607300085947s	25305088B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-simple-equiv.wvr.yml	true	correct	benchmark-consistent	0.063379454s	0.0710648829699494s	25194496B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-ticket-2.wvr.yml	true	correct	benchmark-consistent	0.064375666s	0.07284651597728953s	25251840B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/mult-dist.wvr.yml	TIMEOUT	error	unknown	10.713642887s	10.7349484830047s	3999997952B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/clever.wvr.yml	true	correct	benchmark-consistent	0.066823982s	0.08018105197697878s	25272320B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-nonblocking-counter-alt2.wvr.yml	TIMEOUT	error	unknown	11.003901752s	11.024855465977453s	64282624B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-counter-determinism.wvr.yml	true	correct	benchmark-consistent	0.070431323s	0.08003881404874846s	25251840B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-misc-2.wvr.yml	true	correct	benchmark-consistent	0.068948431s	0.07526448194403201s	25300992B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-misc-2-unrolled-atomic.wvr.yml	true	correct	benchmark-consistent	0.069437446s	0.07416731398552656s	25341952B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-sre-trans.wvr.yml	true	correct	benchmark-consistent	0.066691368s	0.0761137250228785s	25325568B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/spaghetti.wvr.yml	TIMEOUT	error	unknown	11.003609905s	11.015993039996829s	55574528B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-sre-subst.wvr.yml	true	correct	benchmark-consistent	0.067251469s	0.07374847104074433s	25231360B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-simpl-str-symm.wvr.yml	true	correct	benchmark-consistent	0.067173523s	0.07538893696619198s	25313280B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-threaded-sum-2.wvr.yml	TIMEOUT	error	unknown	11.004673903s	11.01838260202203s	58937344B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/test-easy10.wvr.yml	true	correct	benchmark-consistent	0.066469628s	0.08923276700079441s	25276416B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-bakery-2.wvr.yml	true	correct	benchmark-consistent	0.067313555s	0.07540726702427492s	25272320B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-mult-equiv.wvr.yml	TIMEOUT	error	unknown	10.999646038s	11.023777641996276s	64253952B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-proofs-counter-add-4-semi-Q67.wvr.yml	true	correct	benchmark-consistent	0.07291341s	0.0779680450214073s	25264128B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-time-symm.wvr.yml	true	correct	benchmark-consistent	0.067186641s	0.07700180995743722s	25251840B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/bench-exp3x3.wvr.yml	true	correct	benchmark-consistent	0.071711966s	0.0838389529963024s	25391104B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-channel-sum.wvr.yml	true	correct	benchmark-consistent	0.0652977s	0.07372557901544496s	25284608B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-counter-queue.wvr.yml	true	wrong	conditional-input-miss	0.07106453s	0.0761432489962317s	25305088B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/test-context1.wvr.yml	true	correct	benchmark-consistent	0.068898643s	0.07675448403460905s	25309184B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-match-symm.wvr.yml	true	correct	benchmark-consistent	0.066171897s	0.07523956202203408s	25300992B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-sorted.wvr.yml	true	correct	benchmark-consistent	0.074286695s	0.08404170500580221s	25300992B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-ticket-5.wvr.yml	true	correct	benchmark-consistent	0.067818127s	0.07390361197758466s	25337856B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-exp-term-symm.wvr.yml	true	correct	benchmark-consistent	0.069390666s	0.07610854500671849s	25354240B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-array-sum-alt.wvr.yml	true	wrong	conditional-input-miss	0.070631045s	0.07688542298274115s	25321472B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/unroll-3.wvr.yml	true	correct	benchmark-consistent	0.069462433s	0.07739506696816534s	25346048B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-chromosome-opt-symm.wvr.yml	true	correct	benchmark-consistent	0.065607481s	0.07695459894603118s	25354240B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-min-array.wvr.yml	true	correct	benchmark-consistent	0.070469546s	0.08039776800433174s	25403392B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-counter-queue2.wvr.yml	true	correct	benchmark-consistent	0.066256197s	0.07312883401755244s	25288704B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/bench-exp3x3-opt.wvr.yml	true	correct	benchmark-consistent	0.069218412s	0.08168432302772999s	25333760B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-min-array-hom.wvr.yml	true	correct	benchmark-consistent	0.073702658s	0.08226126100635156s	25419776B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/loop-tiling-eq.wvr.yml	true	correct	benchmark-consistent	0.072363913s	0.08238602196797729s	25280512B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/unroll-cond-3.wvr.yml	true	correct	benchmark-consistent	0.067342939s	0.07753038901137188s	25370624B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-send-receive-alt.wvr.yml	true	correct	benchmark-consistent	0.070656596s	0.08312753099016845s	25251840B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-threaded-sum-3.wvr.yml	TIMEOUT	error	unknown	11.00067935s	11.01148116699187s	59416576B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-counter-fun.wvr.yml	true	correct	benchmark-consistent	0.065571973s	0.08418428496224806s	25382912B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-array-sum-alt2.wvr.yml	true	correct	benchmark-consistent	0.068780572s	0.0840496759628877s	25280512B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-min-max-inc.wvr.yml	true	correct	benchmark-consistent	0.070055188s	0.07647629699204117s	25313280B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-mts.wvr.yml	true	correct	benchmark-consistent	0.069312147s	0.0817619469598867s	25333760B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-misc-5.wvr.yml	true	correct	benchmark-consistent	0.067983608s	0.08073894400149584s	25247744B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-time-subst.wvr.yml	true	correct	benchmark-consistent	0.077038657s	0.08644960098899901s	25407488B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-array-sum2.wvr.yml	true	correct	benchmark-consistent	0.073362634s	0.08255096198990941s	25296896B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-match-trans.wvr.yml	true	correct	benchmark-consistent	0.070445846s	0.0779437969904393s	25366528B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-chromosome-symm.wvr.yml	true	correct	benchmark-consistent	0.068190956s	0.07648629898903891s	25313280B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-queue-add-2-nl.wvr.yml	TIMEOUT	error	unknown	11.174952348s	11.196352943021338s	3043459072B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-match-subst.wvr.yml	true	correct	benchmark-consistent	0.071781079s	0.08178800699533895s	25337856B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-ticket-7.wvr.yml	true	correct	benchmark-consistent	0.068535772s	0.07295926398364827s	25399296B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-misc-1.wvr.yml	true	correct	benchmark-consistent	0.070908183s	0.07917629496660084s	25280512B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-inc-subseq.wvr.yml	true	correct	benchmark-consistent	0.06865094s	0.07838233199436218s	25296896B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-array-int-subst.wvr.yml	true	correct	benchmark-consistent	0.076636594s	0.08109617297304794s	25387008B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-three-array-min.wvr.yml	true	correct	benchmark-consistent	0.070531401s	0.08002291101729497s	25362432B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-three-array-max.wvr.yml	true	correct	benchmark-consistent	0.068049908s	0.07869699998991564s	25341952B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-dot-product.wvr.yml	true	correct	benchmark-consistent	0.073763155s	0.08165712800109759s	25395200B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-barrier.wvr.yml	true	correct	benchmark-consistent	0.070406906s	0.07961098401574418s	25362432B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/test-hard1.wvr.yml	true	correct	benchmark-consistent	0.074347839s	0.08110421802848577s	25321472B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-ticket-8.wvr.yml	true	correct	benchmark-consistent	0.072134198s	0.08407864696346223s	25448448B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-chromosome-subst.wvr.yml	true	correct	benchmark-consistent	0.073669369s	0.07828114699805155s	25444352B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-bakery-3.wvr.yml	true	correct	benchmark-consistent	0.074705776s	0.08195220498600975s	25473024B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-collitem-trans.wvr.yml	true	correct	benchmark-consistent	0.072364952s	0.08305016701342538s	25300992B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-collitem-subst.wvr.yml	true	correct	benchmark-consistent	0.074199875s	0.07919626298826188s	25321472B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-horseshoe.wvr.yml	TIMEOUT	error	unknown	11.169671436s	11.207215343019925s	3054329856B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-queue-add-3-nl.wvr.yml	TIMEOUT	error	unknown	11.184422989s	11.202840278972872s	3045810176B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-parallel-sum-1.wvr.yml	true	correct	benchmark-consistent	0.072999274s	0.07945585501147434s	25427968B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-ring.wvr.yml	true	correct	benchmark-consistent	0.072512224s	0.0802311860024929s	25501696B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-prod-cons3.wvr.yml	true	correct	benchmark-consistent	0.072157592s	0.08367699797963724s	25378816B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-mult2.wvr.yml	TIMEOUT	error	unknown	11.181890818s	11.20165167300729s	2990620672B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-mult.wvr.yml	TIMEOUT	error	unknown	11.172155444s	11.202696180029307s	3005177856B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-series2.wvr.yml	true	correct	benchmark-consistent	0.074708119s	0.08126171998446807s	25513984B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-parallel-sum-2.wvr.yml	true	correct	benchmark-consistent	0.075161281s	0.0873356550000608s	25395200B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-buffer-mult-alt.wvr.yml	TIMEOUT	error	unknown	11.183890848s	11.20368737296667s	3037851648B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-more-buffer-series.wvr.yml	true	correct	benchmark-consistent	0.072226231s	0.08131197304464877s	25464832B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-parallel-sum-1-dsl.wvr.yml	true	correct	benchmark-consistent	0.077546131s	0.08377016999293119s	25497600B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/parallel-bakery-4.wvr.yml	true	correct	benchmark-consistent	0.074694046s	0.08475520700449124s	25526272B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-name-comparator-trans.wvr.yml	true	correct	benchmark-consistent	0.078430756s	0.08669574797386304s	25526272B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-nzb-file-symm.wvr.yml	true	correct	benchmark-consistent	0.096521295s	0.10026720998575911s	25513984B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-commit-2.wvr.yml	true	correct	benchmark-consistent	0.111040523s	0.11960785900009796s	25448448B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/popl20-bad-commit-2.wvr-bad.yml	true	correct	benchmark-consistent	0.074811676s	0.08742797799641266s	25595904B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-poker-hand-symm.wvr.yml	true	correct	benchmark-consistent	0.105641475s	0.11723752599209547s	26062848B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/weaver/chl-poker-hand-subst.wvr.yml	true	correct	benchmark-consistent	0.125003365s	0.13455353799508885s	26394624B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-atomic/read_write_lock-1.yml	true	correct	benchmark-consistent	0.077178847s	0.08772142900852486s	25931776B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/29_conditionals_vs.yml	true	correct	benchmark-consistent	0.073818483s	0.09044984803767875s	25731072B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/46_monabsex2_vs.yml	true	correct	benchmark-consistent	0.073232231s	0.0832528630271554s	25653248B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-divine/tls_destructor_worker.yml	ERROR (compilation)	error	unknown	0.068765652s	0.07369543798267841s	25509888B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/stateful01-1.yml	false(unreach-call)	correct	benchmark-consistent	0.073711612s	0.08123921300284564s	25747456B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-atomic/time_var_mutex.yml	true	correct	benchmark-consistent	0.072779449s	0.08317133196396753s	25763840B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/40_barrier_vf.yml	ERROR (compilation)	error	unknown	0.063808932s	0.07369708898477256s	25501696B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/triangular-2.yml	false(unreach-call)	correct	benchmark-consistent	0.821333202s	0.8416998569737189s	25833472B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/triangular-longer-1.yml	TIMEOUT	error	unknown	10.996132582s	11.013539769977797s	25837568B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/triangular-longest-1.yml	TIMEOUT	error	unknown	10.995249636s	11.01418511098018s	25849856B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread/triangular-longest-2.yml	TIMEOUT	error	unknown	10.983003047s	11.01489542197669s	25796608B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/36_stack_cas_p0_vs_concur.yml	true	correct	benchmark-consistent	0.077398419s	0.08914759295294061s	25972736B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
c/pthread-ext/18_read_write_lock.yml	true	correct	benchmark-consistent	0.075006304s	0.08211302099516615s	25817088B			shard1/fair-census-shard1.2026-07-15_17-15-49.results.genmc-fair-sc.unreach-call.xml.bz2
