category	cputime	executions	expected	memory	model	repetition	status	task	variant	walltime
correct	0.067460391		true	25960448.0	tso	03	true	pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	baseline	0.0782693630317226
correct	0.067263534		true	25997312.0	tso	03	true	pthread-ext/46_monabsex2_vs.yml	baseline	0.07310088002122939
correct	0.069462826		true	26021888.0	tso	03	true	pthread-ext/45_monabsex1_vs.yml	baseline	0.09044786496087909
correct	0.07462584		false	26075136.0	tso	03	false(unreach-call)	pthread/stateful01-1.yml	baseline	0.08211359899723902
correct	0.073953752		true	26087424.0	tso	03	true	pthread/stateful01-2.yml	baseline	0.08460550999734551
correct	0.075168458		true	26120192.0	tso	03	true	pthread-atomic/time_var_mutex.yml	baseline	0.09088537795469165
correct	0.074989018		true	25927680.0	tso	03	true	pthread-ext/01b_inc.yml	baseline	0.08043774601537734
correct	7.1693416		true	26046464.0	tso	03	true	pthread/triangular-1.yml	baseline	7.188455010007601
correct	1.822984739		false	26083328.0	tso	03	false(unreach-call)	pthread/triangular-2.yml	baseline	1.8335286760120653
correct	0.075153598		true	25960448.0	tso	03	true	pthread-ext/02_inc_cas.yml	baseline	0.08818546897964552
correct	3.053104627		false	56385536.0	tso	03	false(unreach-call)	goblint-regression/28-race_reach_21-deref_read_racing.yml	baseline	3.068112573993858
correct	0.073340876		true	26013696.0	tso	03	true	pthread-ext/48_ticket_lock_low_contention_vs.yml	baseline	0.08513188699726015
error	26.914830316		false	3999997952.0	tso	03	OUT OF MEMORY	goblint-regression/28-race_reach_37-indirect_racing.yml	baseline	26.960405791003723
correct	0.076158182		false	26046464.0	tso	03	false(unreach-call)	goblint-regression/28-race_reach_45-escape_racing.yml	baseline	0.08279132598545402
correct	0.078041379		true	26087424.0	tso	03	true	goblint-regression/28-race_reach_46-escape_racefree.yml	baseline	0.08499587996629998
error	28.717254666		false	3999997952.0	tso	03	OUT OF MEMORY	goblint-regression/28-race_reach_01-simple_racing.yml	baseline	28.74444559897529
error	25.594221034		false	3999997952.0	tso	03	OUT OF MEMORY	goblint-regression/28-race_reach_11-ptr_racing.yml	baseline	25.617069009982515
correct	0.080806226		false	26091520.0	tso	03	false(unreach-call)	pthread-deagle/circular_buffer_bad.yml	baseline	0.08974785200553015
correct	7.358661581		true	26095616.0	tso	03	true	pthread/fib_safe-5.yml	baseline	7.370617815002333
correct	39.010804498		true	26099712.0	tso	03	true	pthread/fib_safe-6.yml	baseline	39.03768641396891
correct	2.079825417		false	26087424.0	tso	03	false(unreach-call)	pthread/fib_unsafe-5.yml	baseline	2.0927524199942127
correct	11.23276062		false	26017792.0	tso	03	false(unreach-call)	pthread/fib_unsafe-6.yml	baseline	11.244133523956407
correct	57.834002302		false	26005504.0	tso	03	false(unreach-call)	pthread/fib_unsafe-7.yml	baseline	57.87516812997637
error	24.795172481		false	3999997952.0	tso	03	OUT OF MEMORY	goblint-regression/28-race_reach_24-sound_lock_racing.yml	baseline	24.816090029024053
correct	0.06974843		false	26140672.0	tso	03	false(unreach-call)	pthread/lazy01.yml	baseline	0.07823095499770716
