back_offered	back_queued	category	co_offered	co_queued	cputime	memory	peak_work	realized_prefixes	rejected_prefixes	repetition	rf_offered	rf_queued	status	task	validity_queries	variant	walltime	work_added	work_popped
2	2	correct	22	7	0.066673279	25985024.0	8	11	7	01	14	2	true	goblint-regression/13-privatized_33-traces-v-matters_true.yml	12	baseline	0.0761939981020987	11	11
1	1	correct	15	8	0.065697482	26066944.0	6	10	8	01	4	1	true	goblint-regression/13-privatized_25-struct_nr_true.yml	11	baseline	0.08406443893909454	10	10
0	0	correct	1	0	0.070678876	26091520.0	0	0	0	01	2	0	true	goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	1	baseline	0.08276835398282856	0	0
0	0	correct	5	1	0.068330782	26034176.0	2	1	0	01	3	0	false(unreach-call)	goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	baseline	0.07630053302273154	2	1
3	3	correct	117	78	0.070483954	26013696.0	31	84	78	01	20	3	true	goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	87	baseline	0.07812362897675484	84	84
1	1	correct	31	16	0.068063089	26017792.0	10	18	16	01	8	1	true	goblint-regression/13-privatized_20-publish-regression_true.yml	19	baseline	0.07730557094328105	18	18
3	3	correct	46	26	0.069043512	26030080.0	18	32	26	01	15	3	true	goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	33	baseline	0.07933350303210318	32	32
4	4	correct	112	70	0.073465525	26001408.0	34	78	70	01	26	4	true	goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	80	baseline	0.08259831799659878	78	78
1	1	correct	25	10	0.073007464	25972736.0	11	12	10	01	11	1	true	goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	13	baseline	0.07865884597413242	12	12
0	0	correct	1	0	0.071698987	26091520.0	0	0	0	01	2	0	true	goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	1	baseline	0.08276776794809848	0	0
3	3	correct	126	82	0.073765864	26062848.0	33	88	82	01	21	3	true	goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	91	baseline	0.07880678295623511	88	88
6	6	correct	515	414	0.101718207	26058752.0	137	426	414	01	49	6	true	goblint-regression/13-privatized_24-multiple-protecting_true.yml	432	baseline	0.11107345600612462	426	426
8	7	correct	118	73	0.07431334	26034176.0	27	88	73	01	30	8	true	goblint-regression/36-apron_21-traces-cluster-based_true.yml	94	baseline	0.08345367398578674	88	88
0	0	correct	0	0	0.067265704	26079232.0	0	0	0	01	0	0	true	goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	baseline	0.08010774606373161	0	0
28	25	correct	1859	1510	0.19734569	26091520.0	155	1553	1510	01	167	28	true	goblint-regression/13-privatized_27-multiple-protecting2_true.yml	1564	baseline	0.20841086492873728	1563	1563
0	0	correct	3	1	0.070277336	26030080.0	1	1	1	01	1	0	true	pthread-ext/14_spin2003.yml	1	baseline	0.07872895407490432	1	1
0	0	correct	0	0	0.073376267	25964544.0	0	0	0	01	0	0	true	pthread-ext/29_conditionals_vs.yml	0	baseline	0.09112516907043755	0	0
0	0	correct	3	1	0.066433559	25960448.0	1	1	1	01	1	0	true	pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	1	baseline	0.07883127906825393	1	1
0	0	correct	15	9	0.068993138	25964544.0	9	9	9	01	3	0	true	pthread-ext/46_monabsex2_vs.yml	9	baseline	0.07669066602829844	9	9
0	0	correct	8	4	0.066636904	26030080.0	4	4	4	01	2	0	true	pthread-ext/45_monabsex1_vs.yml	4	baseline	0.07625429704785347	4	4
2	2	correct	52	36	0.069065549	26071040.0	41	3	0	01	20	4	false(unreach-call)	pthread/stateful01-1.yml	10	baseline	0.07714820990804583	43	3
5	5	correct	135	104	0.075430423	26120192.0	40	112	104	01	31	5	true	pthread/stateful01-2.yml	126	baseline	0.08197360206395388	114	114
1	1	correct	26	16	0.073285977	26083328.0	13	18	16	01	9	1	true	pthread-atomic/time_var_mutex.yml	23	baseline	0.07958608900662512	18	18
0	0	correct	11	5	0.068355305	26075136.0	5	5	5	01	3	0	true	pthread-ext/01b_inc.yml	5	baseline	0.07759262004401535	5	5
		error			60.979786053	26124288.0				01			TIMEOUT	pthread/triangular-1.yml		baseline	61.01214109407738		
3648	3648	correct	262766	242312	21.127742026	26025984.0	624	248041	241818	01	12076	3668	false(unreach-call)	pthread/triangular-2.yml	249550	baseline	21.145605035009794	249629	249105
0	0	correct	1	0	0.066882485	26030080.0	0	0	0	01	1	0	true	pthread-ext/02_inc_cas.yml	0	baseline	0.07781828695442528	0	0
0	0	correct	1	0	3.126657299	56434688.0	1	1	0	01	1	0	false(unreach-call)	goblint-regression/28-race_reach_21-deref_read_racing.yml	0	baseline	3.1409574639983475	1	1
0	0	correct	8	4	0.070262832	26062848.0	4	4	4	01	2	0	true	pthread-ext/48_ticket_lock_low_contention_vs.yml	4	baseline	0.08511608699336648	4	4
		error			61.043001481	1057120256.0				01			TIMEOUT	goblint-regression/28-race_reach_37-indirect_racing.yml		baseline	61.07451746892184		
1	1	correct	11	3	0.070013969	26087424.0	5	2	0	01	6	1	false(unreach-call)	goblint-regression/28-race_reach_45-escape_racing.yml	1	baseline	0.07795787404756993	6	2
1	1	correct	45	26	0.071318519	26071040.0	16	28	26	01	10	1	true	goblint-regression/28-race_reach_46-escape_racefree.yml	29	baseline	0.08085912896785885	28	28
		error			61.042181644	1057144832.0				01			TIMEOUT	goblint-regression/28-race_reach_01-simple_racing.yml		baseline	61.07472701603547		
		error			61.047904222	1057075200.0				01			TIMEOUT	goblint-regression/28-race_reach_11-ptr_racing.yml		baseline	61.07362173497677		
8	8	correct	1022	896	0.101573739	26136576.0	945	177	168	01	175	49	false(unreach-call)	pthread-deagle/circular_buffer_bad.yml	238	baseline	0.11277406988665462	954	178
		error			60.977028934	26095616.0				01			TIMEOUT	pthread/fib_safe-5.yml		baseline	61.01161781803239		
		error			60.9761586	26013696.0				01			TIMEOUT	pthread/fib_safe-6.yml		baseline	61.01482013403438		
642	642	correct	51518	47782	14.770784884	26046464.0	589	48431	47323	01	2204	652	false(unreach-call)	pthread/fib_unsafe-5.yml	48728	baseline	14.787230590940453	49077	48598
		error			60.96886687	26071040.0				01			TIMEOUT	pthread/fib_unsafe-6.yml		baseline	61.010532610933296		
		error			60.979066473	26107904.0				01			TIMEOUT	pthread/fib_unsafe-7.yml		baseline	61.01367625198327		
		error			61.007758098	1057116160.0				01			TIMEOUT	goblint-regression/28-race_reach_24-sound_lock_racing.yml		baseline	61.06647155492101		
2	2	correct	28	18	0.074282858	26091520.0	20	14	10	01	12	2	false(unreach-call)	pthread/lazy01.yml	19	baseline	0.07652386801782995	23	14
		error			60.977066952	26193920.0				01			TIMEOUT	pthread-deagle/circular_buffer_ok.yml		baseline	61.01301413506735		
64	11	correct	264	179	0.081615378	26066944.0	21	209	179	01	297	19	true	pthread-atomic/szymanski.yml	404	baseline	0.08919952006544918	209	209
7	5	correct	43	22	0.070156922	26046464.0	11	33	24	01	26	6	true	pthread-atomic/dekker.yml	44	baseline	0.07800728594884276	33	33
7	5	correct	45	23	0.071653836	26079232.0	11	34	25	01	28	6	true	pthread-atomic/dekker-unfair.yml	46	baseline	0.07818771793972701	34	34
0	0	correct	3	1	0.069987888	26124288.0	2	2	0	01	5	1	false(unreach-call)	pthread-theta/unwind3-1.yml	4	baseline	0.07607592304702848	3	2
0	0	correct	0	0	0.065904096	26083328.0	0	0	0	01	1	0	true	pthread-theta/exponential-nondet.yml	0	baseline	0.07288486696779728	0	0
1	1	correct	3	1	0.072211868	26075136.0	3	2	0	01	5	0	false(unreach-call)	pthread-theta/unwind2-1.yml	4	baseline	0.07769235502928495	4	2
1	1	correct	3	1	0.070656533	26169344.0	3	2	0	01	5	0	false(unreach-call)	pthread-theta/unwind2-100.yml	4	baseline	0.07664164598099887	4	2
32161	19876	correct	29854	993	27.326133471	26230784.0	21	89068	161	01	444081	76012	true	pthread/butterfly.yml	418710	baseline	27.347801115945913	96882	96882
0	0	correct	0	0	0.06701205	25931776.0	0	0	0	01	0	0	true	pthread-ext/43_NetBSD_sysmon_power_sliced.yml	0	baseline	0.07410179101862013	0	0
		error			61.045508854	1057132544.0				01			TIMEOUT	goblint-regression/28-race_reach_06-cond_racing1.yml		baseline	61.06578980397899		
1	1	correct	19	12	0.09923265	26177536.0	9	14	12	01	7	1	true	pthread/queue_ok.yml	18	baseline	0.10219068999867886	14	14
1	1	correct	19	12	4.246111896	125530112.0	9	14	12	01	7	1	true	pthread/queue_ok_longer.yml	18	baseline	4.254415374016389	14	14
1	1	correct	19	12	20.077704418	498585600.0	9	14	12	01	7	1	true	pthread/queue_ok_longest.yml	18	baseline	20.09555469197221	14	14
		error			60.984343886	80343040.0				01			TIMEOUT	pthread/queue_longer.yml		baseline	61.01770761993248		
22	22	correct	19779	18860	1.232465746	26198016.0	18040	2503	2480	01	1318	400	false(unreach-call)	pthread/queue.yml	2959	baseline	1.2399703420232981	19283	2505
3	3	correct	59	40	0.079122213	26218496.0	27	22	16	01	12	3	false(unreach-call)	pthread/singleton.yml	21	baseline	0.08293408097233623	48	22
3	3	correct	82	59	0.078804334	26320896.0	26	66	59	01	13	3	true	pthread/singleton_with-uninit-problems.yml	68	baseline	0.08727361797355115	66	66
40	40	correct	52520	50800	0.177779919	26054656.0	51601	41	0	01	1660	800	false(unreach-call)	pthread-C-DAC/pthread-demo-datarace-3.yml	40	baseline	0.18774808302987367	51641	41
166	166	correct	7064	6222	0.733146301	26157056.0	208	6403	6130	01	512	172	false(unreach-call)	pthread/reorder_2.yml	6452	baseline	0.7402470500674099	6561	6459
11	9	correct	228	164	0.094796969	26374144.0	120	70	54	01	45	15	false(unreach-call)	pthread/twostage_3.yml	74	baseline	0.10299018595833331	190	71
0	0	correct	4	2	0.076188943	26284032.0	2	2	2	01	2	0	true	ldv-races/race-1_1-join.yml	3	baseline	0.08267618296667933	2	2
2	2	correct	35	20	0.073743943	26202112.0	17	14	11	01	10	2	false(unreach-call)	ldv-races/race-1_3-join.yml	13	baseline	0.08112162293400615	25	15
2	2	correct	35	20	0.077431678	26218496.0	17	14	11	01	10	2	false(unreach-call)	ldv-races/race-1_2-join.yml	13	baseline	0.08746658195741475	25	15
0	0	correct	0	0	0.075252264	26288128.0	0	0	0	01	0	0	true	ldv-races/race-4_1-thread_local_vars.yml	0	baseline	0.08409637294244021	0	0
0	0	correct	0	0	0.074485974	26333184.0	0	0	0	01	0	0	true	ldv-races/race-2_1-container_of.yml	0	baseline	0.08455887890886515	0	0
0	0	correct	0	0	0.075386018	26308608.0	0	0	0	01	0	0	true	ldv-races/race-3_1-container_of-global.yml	0	baseline	0.08606425602920353	0	0
0	0	correct	0	0	0.080207506	26005504.0	0	0	0	01	0	0	true	goblint-regression/13-privatized_66-mine-W-init_true.yml	0	pruning	0.08271637000143528	0	0
0	0	correct	0	0	0.072546939	26001408.0	1	1	0	01	0	0	false(unreach-call)	goblint-regression/36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	pruning	0.07760393398348242	1	1
0	0	correct	0	0	0.073325634	26009600.0	0	0	0	01	0	0	true	goblint-regression/36-apron_16-traces-unprot2_true.yml	0	pruning	0.07549502595793456	0	0
0	0	correct	2	0	0.080962925	26021888.0	0	0	0	01	1	0	true	goblint-regression/13-privatized_57-singlethreaded-unlock_true.yml	0	pruning	0.0858290980104357	0	0
1	1	correct	7	0	0.07356873	26005504.0	2	2	0	01	4	1	true	goblint-regression/13-privatized_47-refine-protected2_true.yml	3	pruning	0.08073292998597026	2	2
0	0	correct	4	0	0.071299953	26005504.0	0	0	0	01	2	0	true	goblint-regression/13-privatized_46-refine-protected1_true.yml	0	pruning	0.07608542905654758	0	0
1	1	correct	7	0	0.080737983	26009600.0	2	2	0	01	4	1	true	goblint-regression/36-apron_11-traces-max-simple_true.yml	3	pruning	0.08274341304786503	2	2
1	1	correct	10	0	0.075287353	26005504.0	2	2	0	01	7	1	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_pos.yml	1	pruning	0.08216781006194651	3	2
0	0	correct	3	0	0.070385932	26009600.0	1	1	0	01	2	0	false(unreach-call)	goblint-regression/13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	pruning	0.07745831296779215	1	1
1	1	correct	10	0	0.069062963	26005504.0	2	2	0	01	8	1	true	goblint-regression/13-privatized_40-traces-ex-6_true.yml	3	pruning	0.07575438299681991	2	2
0	0	correct	3	0	0.071210001	26017792.0	0	0	0	01	2	0	true	goblint-regression/13-privatized_58-singlethreaded-lock_true.yml	0	pruning	0.07521983305923641	0	0
1	1	correct	8	0	0.07029966	25976832.0	2	2	0	01	7	1	true	goblint-regression/13-privatized_44-traces-mine2_true.yml	2	pruning	0.07496115798130631	2	2
1	1	correct	3	0	0.070125468	26025984.0	2	2	0	01	3	1	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_2_pos.yml	1	pruning	0.07626261096447706	3	2
1	1	correct	3	0	0.069279298	26042368.0	2	2	0	01	3	1	false(unreach-call)	goblint-regression/13-privatized_18-first-reads_unknown_1_neg.yml	1	pruning	0.07592015899717808	3	2
2	2	correct	19	0	0.071412272	26017792.0	3	4	0	01	10	2	true	goblint-regression/13-privatized_36-traces-ex-3_true.yml	6	pruning	0.07614441798068583	4	4
1	1	correct	7	0	0.071125362	26038272.0	2	2	0	01	4	1	true	goblint-regression/13-privatized_18-first-reads_true.yml	3	pruning	0.07597841206006706	2	2
3	3	correct	20	0	0.069205743	26062848.0	4	6	0	01	15	3	true	goblint-regression/13-privatized_35-traces-ex-2_true.yml	7	pruning	0.07793527597095817	6	6
1	1	correct	19	0	0.073468184	26009600.0	2	2	0	01	10	1	true	goblint-regression/13-privatized_37-traces-ex-4_true.yml	3	pruning	0.0801764860516414	2	2
3	3	correct	20	0	0.070489581	25985024.0	4	6	0	01	15	3	true	goblint-regression/13-privatized_38-traces-ex-4-switch_true.yml	7	pruning	0.07907256809994578	6	6
1	1	correct	6	0	0.070548774	26038272.0	2	2	0	01	5	1	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_pos.yml	1	pruning	0.07932872895617038	3	2
0	0	correct	1	0	0.075468133	26050560.0	1	1	0	01	1	0	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_pos.yml	0	pruning	0.07974631304387003	1	1
0	0	correct	1	0	0.069595323	26050560.0	1	1	0	01	1	0	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_1_neg.yml	0	pruning	0.08727861510124058	1	1
1	1	correct	6	0	0.070871374	26025984.0	2	2	0	01	5	1	false(unreach-call)	goblint-regression/13-privatized_19-publish-precision_unknown_2_neg.yml	1	pruning	0.0804261170560494	3	2
3	3	correct	19	0	0.067758889	25964544.0	4	5	0	01	15	3	true	goblint-regression/13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	5	pruning	0.07434396003372967	6	6
1	1	correct	7	0	0.070938841	26083328.0	2	2	0	01	4	1	true	goblint-regression/13-privatized_01-priv_nr_true.yml	3	pruning	0.07771891204174608	2	2
2	2	correct	18	0	0.072842232	26087424.0	3	4	0	01	9	2	true	goblint-regression/13-privatized_19-publish-precision_true.yml	6	pruning	0.0862600029213354	4	4
1	1	correct	18	0	0.073417515	26030080.0	2	2	0	01	9	1	true	goblint-regression/13-privatized_42-traces-ex-mini_true.yml	3	pruning	0.08079734304919839	2	2
2	2	correct	15	0	0.074189991	26021888.0	2	4	0	01	14	2	true	goblint-regression/13-privatized_33-traces-v-matters_true.yml	5	pruning	0.08295523899141699	4	4
1	1	correct	7	0	0.06871668	26099712.0	2	2	0	01	4	1	true	goblint-regression/13-privatized_25-struct_nr_true.yml	3	pruning	0.07907922798767686	2	2
0	0	correct	1	0	0.075470793	26046464.0	0	0	0	01	1	0	true	goblint-regression/13-privatized_69-refine-protected-loop-interval_true.yml	0	pruning	0.08023603004403412	0	0
0	0	correct	4	0	0.074868406	25985024.0	1	1	0	01	3	0	false(unreach-call)	goblint-regression/36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	pruning	0.0824600919149816	1	1
3	3	correct	39	0	0.073765141	26042368.0	4	6	0	01	20	3	true	goblint-regression/13-privatized_31-traces-mine-vs-mutex_true.yml	9	pruning	0.0776498259510845	6	6
1	1	correct	15	0	0.07342876	26075136.0	2	2	0	01	8	1	true	goblint-regression/13-privatized_20-publish-regression_true.yml	3	pruning	0.08078579604625702	2	2
3	3	correct	20	0	0.071568275	25968640.0	4	6	0	01	15	3	true	goblint-regression/13-privatized_30-traces-oplus-vs-meet_true.yml	7	pruning	0.08283288893289864	6	6
4	4	correct	42	0	0.073214991	26017792.0	5	8	0	01	26	4	true	goblint-regression/13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	10	pruning	0.08727461600210518	8	8
1	1	correct	15	0	0.068313919	26050560.0	2	2	0	01	11	1	true	goblint-regression/13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	3	pruning	0.08658789400942624	2	2
0	0	correct	1	0	0.075657509	26083328.0	0	0	0	01	1	0	true	goblint-regression/13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	pruning	0.08191544993314892	0	0
3	3	correct	44	0	0.077017316	26066944.0	4	6	0	01	21	3	true	goblint-regression/13-privatized_29-multiple-protecting2-vesal_true.yml	9	pruning	0.0861149620031938	6	6
6	6	correct	101	0	0.083690963	26075136.0	5	12	0	01	49	6	true	goblint-regression/13-privatized_24-multiple-protecting_true.yml	18	pruning	0.09373289707582444	12	12
8	7	correct	45	0	0.077372922	26144768.0	4	15	0	01	30	8	true	goblint-regression/36-apron_21-traces-cluster-based_true.yml	21	pruning	0.08587361802347004	15	15
0	0	correct	0	0	0.069032137	26025984.0	0	0	0	01	0	0	true	goblint-regression/36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	pruning	0.07755009306129068	0	0
28	25	correct	349	0	0.122315424	26075136.0	9	43	0	01	167	28	true	goblint-regression/13-privatized_27-multiple-protecting2_true.yml	54	pruning	0.1293969569960609	53	53
0	0	correct	2	0	0.065745465	26050560.0	0	0	0	01	1	0	true	pthread-ext/14_spin2003.yml	0	pruning	0.07675583090167493	0	0
0	0	correct	0	0	0.069173801	25890816.0	0	0	0	01	0	0	true	pthread-ext/29_conditionals_vs.yml	0	pruning	0.07583765604067594	0	0
0	0	correct	2	0	0.075281587	26009600.0	0	0	0	01	1	0	true	pthread-ext/48_ticket_lock_low_contention_vs-pthread.yml	0	pruning	0.0837199300294742	0	0
0	0	correct	6	0	0.06734529	25972736.0	0	0	0	01	3	0	true	pthread-ext/46_monabsex2_vs.yml	0	pruning	0.07334465999156237	0	0
0	0	correct	4	0	0.070480455	26066944.0	0	0	0	01	2	0	true	pthread-ext/45_monabsex1_vs.yml	0	pruning	0.07897695002611727	0	0
2	2	correct	16	0	0.074794772	26165248.0	5	3	0	01	12	4	false(unreach-call)	pthread/stateful01-1.yml	2	pruning	0.08444537105970085	7	3
5	5	correct	31	0	0.076304167	26144768.0	5	8	0	01	18	5	true	pthread/stateful01-2.yml	9	pruning	0.083397984970361	10	10
1	1	correct	10	0	0.073799781	26140672.0	2	2	0	01	5	1	true	pthread-atomic/time_var_mutex.yml	3	pruning	0.08283263898920268	2	2
0	0	correct	6	0	0.071581262	26062848.0	0	0	0	01	3	0	true	pthread-ext/01b_inc.yml	0	pruning	0.08135290909558535	0	0
16631	16631	correct	93321	0	20.636128028	26148864.0	46	27390	0	01	54976	16631	true	pthread/triangular-1.yml	32277	pruning	20.661100507946685	33262	33262
3648	3648	correct	20454	0	4.872831537	26152960.0	36	6223	0	01	12076	3668	false(unreach-call)	pthread/triangular-2.yml	7732	pruning	4.884901672019623	7317	7287
0	0	correct	1	0	0.071348609	26071040.0	0	0	0	01	1	0	true	pthread-ext/02_inc_cas.yml	0	pruning	0.07805169699713588	0	0
0	0	correct	1	0	2.988760842	56713216.0	1	1	0	01	1	0	false(unreach-call)	goblint-regression/28-race_reach_21-deref_read_racing.yml	0	pruning	2.999432585085742	1	1
0	0	correct	4	0	0.073923126	26083328.0	0	0	0	01	2	0	true	pthread-ext/48_ticket_lock_low_contention_vs.yml	0	pruning	0.07789786998182535	0	0
		error			61.009662113	263405568.0				01			TIMEOUT	goblint-regression/28-race_reach_37-indirect_racing.yml		pruning	61.029429291025735		
1	1	correct	8	0	0.074698711	26083328.0	2	2	0	01	6	1	false(unreach-call)	goblint-regression/28-race_reach_45-escape_racing.yml	1	pruning	0.08251869701780379	3	2
1	1	correct	19	0	0.072003473	26124288.0	2	2	0	01	10	1	true	goblint-regression/28-race_reach_46-escape_racefree.yml	3	pruning	0.08079524396453053	2	2
		error			61.006090334	263335936.0				01			TIMEOUT	goblint-regression/28-race_reach_01-simple_racing.yml		pruning	61.03148416499607		
		error			61.006964206	263344128.0				01			TIMEOUT	goblint-regression/28-race_reach_11-ptr_racing.yml		pruning	61.028652506065555		
8	8	correct	126	0	0.102945953	26173440.0	50	9	0	01	112	49	false(unreach-call)	pthread-deagle/circular_buffer_bad.yml	7	pruning	0.1111763339722529	58	10
2771	2771	correct	16239	0	20.538225843	25976832.0	36	4492	0	01	9505	2771	true	pthread/fib_safe-5.yml	5163	pruning	20.556881552096456	5542	5542
		error			60.972322741	26021888.0				01			TIMEOUT	pthread/fib_safe-6.yml		pruning	61.01292434800416		
642	642	correct	3736	0	5.089027988	26112000.0	26	1108	0	01	2204	652	false(unreach-call)	pthread/fib_unsafe-5.yml	1405	pruning	5.102253911085427	1295	1275
2954	2954	correct	17614	0	29.42866829	26128384.0	37	5010	0	01	10305	2969	false(unreach-call)	pthread/fib_unsafe-6.yml	6177	pruning	29.457023884984665	5924	5897
		error			60.976888505	26042368.0				01			TIMEOUT	pthread/fib_unsafe-7.yml		pruning	61.01208942208905		
		error			60.917157527	263274496.0				01			TIMEOUT	goblint-regression/28-race_reach_24-sound_lock_racing.yml		pruning	61.028577072080225		
2	2	correct	10	0	0.073454068	26062848.0	3	4	0	01	7	2	false(unreach-call)	pthread/lazy01.yml	4	pruning	0.07984477002173662	5	4
3431	3431	correct	22305	0	15.691493348	26181632.0	50	5147	0	01	12868	3431	true	pthread-deagle/circular_buffer_ok.yml	5148	pruning	15.711757868994027	6862	6862
47	11	correct	85	0	0.079502835	26050560.0	6	30	0	01	117	19	true	pthread-atomic/szymanski.yml	45	pruning	0.08961393090430647	30	30
4	3	correct	21	0	0.075497163	26124288.0	4	9	0	01	21	6	true	pthread-atomic/dekker.yml	15	pruning	0.08326955104712397	9	9
4	3	correct	22	0	0.072295155	26116096.0	4	9	0	01	22	6	true	pthread-atomic/dekker-unfair.yml	15	pruning	0.07949651207309216	9	9
