variant	model	repetition	task	offline_ns	materialize_ns	peak_snapshot_bytes	max_current_base_bytes	max_stable_events	records	executions
after	tso	r03	13-privatized_01-priv_nr_true.yml	79716	57132	7400	1184	16	1	2
after	tso	r03	13-privatized_18-first-reads_true.yml	70641	51552	5672	896	12	1	2
after	tso	r03	13-privatized_18-first-reads_unknown_1_neg.yml	36555	21960	3944	608	8	1	0
after	tso	r03	13-privatized_18-first-reads_unknown_2_pos.yml	38567	27536	3944	608	8	1	0
after	tso	r03	13-privatized_19-publish-precision_true.yml	140278	101500	8264	1328	18	1	3
after	tso	r03	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r03	13-privatized_19-publish-precision_unknown_1_pos.yml	33574	29809	6104	968	13	1	0
after	tso	r03	13-privatized_19-publish-precision_unknown_2_neg.yml	36854	29185	6104	968	13	1	0
after	tso	r03	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
after	tso	r03	13-privatized_20-publish-regression_true.yml	66690	50879	5672	896	12	1	2
after	tso	r03	13-privatized_24-multiple-protecting_true.yml	1009125	597204	22952	3776	52	1	7
after	tso	r03	13-privatized_25-struct_nr_true.yml	76434	59804	7400	1184	16	1	2
after	tso	r03	13-privatized_27-multiple-protecting2_true.yml	3341021	1740896	26840	4424	61	1	26
after	tso	r03	13-privatized_29-multiple-protecting2-vesal_true.yml	285840	170607	13880	2264	31	1	4
after	tso	r03	13-privatized_30-traces-oplus-vs-meet_true.yml	165330	90606	9560	1544	21	1	2
after	tso	r03	13-privatized_31-traces-mine-vs-mutex_true.yml	205943	115231	11288	1832	25	1	4
after	tso	r03	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	289722	158818	13448	2192	30	1	3
after	tso	r03	13-privatized_33-traces-v-matters_true.yml	134514	84475	8696	1400	19	1	1
after	tso	r03	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	60739	49050	6536	1040	14	1	1
after	tso	r03	13-privatized_35-traces-ex-2_true.yml	151443	80694	9128	1472	20	1	2
after	tso	r03	13-privatized_36-traces-ex-3_true.yml	137240	91036	8264	1328	18	1	3
after	tso	r03	13-privatized_37-traces-ex-4_true.yml	78334	66014	6968	1112	15	1	2
after	tso	r03	13-privatized_38-traces-ex-4-switch_true.yml	143975	85713	9128	1472	20	1	2
after	tso	r03	13-privatized_40-traces-ex-6_true.yml	69270	51839	6536	1040	14	1	1
after	tso	r03	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r03	13-privatized_41-traces-ex-7_unknown_1_pos.yml	30873	23950	6104	968	13	1	0
after	tso	r03	13-privatized_42-traces-ex-mini_true.yml	80622	67220	8696	1400	19	1	2
after	tso	r03	13-privatized_44-traces-mine2_true.yml	34889	23763	6104	968	13	1	1
after	tso	r03	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	119431	74666	9128	1472	20	1	2
after	tso	r03	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	1	1
after	tso	r03	13-privatized_47-refine-protected2_true.yml	76283	55343	5672	896	12	1	2
after	tso	r03	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	1	1
after	tso	r03	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	1	1
after	tso	r03	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
after	tso	r03	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	1	0
after	tso	r03	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	1	0
after	tso	r03	14_spin2003.yml	0	0	0	0	0	1	0
after	tso	r03	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	-1
after	tso	r03	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	-1
after	tso	r03	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	-1
after	tso	r03	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
after	tso	r03	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	-1
after	tso	r03	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	-1
after	tso	r03	28-race_reach_45-escape_racing.yml	35163	23831	8696	1400	19	1	0
after	tso	r03	28-race_reach_46-escape_racefree.yml	64495	49178	7832	1256	17	1	2
after	tso	r03	29_conditionals_vs.yml	0	0	0	0	0	1	0
after	tso	r03	36-apron_11-traces-max-simple_true.yml	65027	53395	5672	896	12	1	2
after	tso	r03	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
after	tso	r03	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r03	36-apron_21-traces-cluster-based_true.yml	641382	344185	15608	2552	35	1	6
after	tso	r03	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
after	tso	r03	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
after	tso	r03	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
after	tso	r03	45_monabsex1_vs.yml	0	0	0	0	0	1	0
after	tso	r03	46_monabsex2_vs.yml	0	0	0	0	0	1	0
after	tso	r03	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	1	0
after	tso	r03	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	1	0
after	tso	r03	butterfly.yml	15910708690	5171414249	26408	4352	60	1	64560
after	tso	r03	circular_buffer_bad.yml	1235794	497526	74008	12304	85	1	1
after	tso	r03	circular_buffer_ok.yml	3471393585	749368177	401624	66944	232	1	3432
after	tso	r03	dekker-unfair.yml	281390	112599	13880	2264	31	1	4
after	tso	r03	dekker.yml	290462	116803	13880	2264	31	1	4
after	tso	r03	exponential-nondet.yml	0	0	0	0	0	1	1
after	tso	r03	fib_safe-5.yml	4647346531	942125109	420632	70112	243	1	2772
after	tso	r03	fib_safe-6.yml	26773567362	5353503722	607768	101320	281	1	12012
after	tso	r03	fib_unsafe-5.yml	1211853521	262631218	420632	70112	243	1	632
after	tso	r03	fib_unsafe-6.yml	8253734044	1611724720	607768	101320	281	1	2942
after	tso	r03	fib_unsafe-7.yml	39756665189	7313143565	689848	115000	319	1	13238
after	tso	r03	lazy01.yml	138809	90837	11720	1904	26	1	1
after	tso	r03	pthread-demo-datarace-3.yml	67180537	27070635	566728	94480	262	1	0
after	tso	r03	queue.yml	14358150	5630193	348056	58016	201	1	2
after	tso	r03	queue_longer.yml	0	0	0	0	0	0	-1
after	tso	r03	queue_ok.yml	6332891	634225	396440	66080	229	1	2
after	tso	r03	queue_ok_longer.yml	2342879339	113341954	78832480	2864444	4029	1	2
after	tso	r03	queue_ok_longest.yml	15021115802	439794328	313437728	11039476	8029	1	2
after	tso	r03	race-1_1-join.yml	0	0	0	0	0	1	1
after	tso	r03	race-1_2-join.yml	42086	27847	10424	1688	23	1	1
after	tso	r03	race-1_3-join.yml	48209	30423	10424	1688	23	1	1
after	tso	r03	race-2_1-container_of.yml	0	0	0	0	0	1	1
after	tso	r03	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
after	tso	r03	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
after	tso	r03	reorder_2.yml	87891838	50152295	71416	11872	82	1	162
after	tso	r03	singleton.yml	238231	118910	19064	3128	43	1	1
after	tso	r03	singleton_with-uninit-problems.yml	415097	208577	19496	3200	44	1	4
after	tso	r03	stateful01-1.yml	101730	62844	13880	2264	31	1	0
after	tso	r03	stateful01-2.yml	328340	247721	14312	2336	32	1	6
after	tso	r03	szymanski.yml	1121743	391749	13016	2120	29	1	6
after	tso	r03	time_var_mutex.yml	98663	63245	12584	2048	28	1	2
after	tso	r03	triangular-1.yml	2879531542	1946710637	59320	9856	68	1	16632
after	tso	r03	triangular-2.yml	681176484	480831453	59320	9856	68	1	3638
after	tso	r03	twostage_3.yml	3444468	1137028	86968	14464	100	1	4
after	tso	r03	unwind2-1.yml	0	0	0	0	0	1	1
after	tso	r03	unwind2-100.yml	0	0	0	0	0	1	1
after	tso	r03	unwind3-1.yml	41357	21467	8264	1328	18	1	1
after	tso	r04	01b_inc.yml	0	0	0	0	0	1	0
after	tso	r04	02_inc_cas.yml	0	0	0	0	0	1	0
after	tso	r04	13-privatized_01-priv_nr_true.yml	68077	52170	7400	1184	16	1	2
after	tso	r04	13-privatized_18-first-reads_true.yml	67267	58448	5672	896	12	1	2
after	tso	r04	13-privatized_18-first-reads_unknown_1_neg.yml	36421	25033	3944	608	8	1	0
after	tso	r04	13-privatized_18-first-reads_unknown_2_pos.yml	32388	24316	3944	608	8	1	0
after	tso	r04	13-privatized_19-publish-precision_true.yml	133367	91387	8264	1328	18	1	3
after	tso	r04	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r04	13-privatized_19-publish-precision_unknown_1_pos.yml	35642	36983	6104	968	13	1	0
after	tso	r04	13-privatized_19-publish-precision_unknown_2_neg.yml	36921	27955	6104	968	13	1	0
after	tso	r04	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
after	tso	r04	13-privatized_20-publish-regression_true.yml	82284	60416	5672	896	12	1	2
after	tso	r04	13-privatized_24-multiple-protecting_true.yml	936917	578501	22952	3776	52	1	7
after	tso	r04	13-privatized_25-struct_nr_true.yml	77478	63408	7400	1184	16	1	2
after	tso	r04	13-privatized_27-multiple-protecting2_true.yml	3469048	1810766	26840	4424	61	1	26
after	tso	r04	13-privatized_29-multiple-protecting2-vesal_true.yml	293545	168805	13880	2264	31	1	4
after	tso	r04	13-privatized_30-traces-oplus-vs-meet_true.yml	155212	94045	9560	1544	21	1	2
after	tso	r04	13-privatized_31-traces-mine-vs-mutex_true.yml	266576	131851	11288	1832	25	1	4
after	tso	r04	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	290404	148524	13448	2192	30	1	3
after	tso	r04	13-privatized_33-traces-v-matters_true.yml	105456	72047	8696	1400	19	1	1
after	tso	r04	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	65047	54605	6536	1040	14	1	1
after	tso	r04	13-privatized_35-traces-ex-2_true.yml	144520	86195	9128	1472	20	1	2
after	tso	r04	13-privatized_36-traces-ex-3_true.yml	174646	115026	8264	1328	18	1	3
after	tso	r04	13-privatized_37-traces-ex-4_true.yml	57863	51561	6968	1112	15	1	2
after	tso	r04	13-privatized_38-traces-ex-4-switch_true.yml	151645	98097	9128	1472	20	1	2
after	tso	r04	13-privatized_40-traces-ex-6_true.yml	66475	52784	6536	1040	14	1	1
after	tso	r04	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r04	13-privatized_41-traces-ex-7_unknown_1_pos.yml	36647	59908	6104	968	13	1	0
after	tso	r04	13-privatized_42-traces-ex-mini_true.yml	87118	65567	8696	1400	19	1	2
after	tso	r04	13-privatized_44-traces-mine2_true.yml	31085	25795	6104	968	13	1	1
after	tso	r04	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	146670	86676	9128	1472	20	1	2
after	tso	r04	13-privatized_46-refine-protected1_true.yml	0	0	0	0	0	1	1
after	tso	r04	13-privatized_47-refine-protected2_true.yml	57962	41195	5672	896	12	1	2
after	tso	r04	13-privatized_57-singlethreaded-unlock_true.yml	0	0	0	0	0	1	1
after	tso	r04	13-privatized_58-singlethreaded-lock_true.yml	0	0	0	0	0	1	1
after	tso	r04	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
after	tso	r04	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	0	0	0	0	0	1	0
after	tso	r04	13-privatized_69-refine-protected-loop-interval_true.yml	0	0	0	0	0	1	0
after	tso	r04	14_spin2003.yml	0	0	0	0	0	1	0
after	tso	r04	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	-1
after	tso	r04	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	-1
after	tso	r04	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	-1
after	tso	r04	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
after	tso	r04	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	-1
after	tso	r04	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	-1
after	tso	r04	28-race_reach_45-escape_racing.yml	33316	23211	8696	1400	19	1	0
after	tso	r04	28-race_reach_46-escape_racefree.yml	66203	53474	7832	1256	17	1	2
after	tso	r04	29_conditionals_vs.yml	0	0	0	0	0	1	0
after	tso	r04	36-apron_11-traces-max-simple_true.yml	79823	59005	5672	896	12	1	2
after	tso	r04	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
after	tso	r04	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
after	tso	r04	36-apron_21-traces-cluster-based_true.yml	599821	326720	15608	2552	35	1	6
after	tso	r04	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
after	tso	r04	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
after	tso	r04	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
after	tso	r04	45_monabsex1_vs.yml	0	0	0	0	0	1	0
after	tso	r04	46_monabsex2_vs.yml	0	0	0	0	0	1	0
after	tso	r04	48_ticket_lock_low_contention_vs-pthread.yml	0	0	0	0	0	1	0
after	tso	r04	48_ticket_lock_low_contention_vs.yml	0	0	0	0	0	1	0
after	tso	r04	butterfly.yml	14867619563	4816384668	26408	4352	60	1	64560
after	tso	r04	circular_buffer_bad.yml	1237001	492128	74008	12304	85	1	1
after	tso	r04	circular_buffer_ok.yml	3615058930	802465458	401624	66944	232	1	3432
after	tso	r04	dekker-unfair.yml	293343	116762	13880	2264	31	1	4
after	tso	r04	dekker.yml	288483	110752	13880	2264	31	1	4
after	tso	r04	exponential-nondet.yml	0	0	0	0	0	1	1
after	tso	r04	fib_safe-5.yml	4815694025	1080634388	420632	70112	243	1	2772
after	tso	r04	fib_safe-6.yml	26658060691	5291493433	607768	101320	281	1	12012
after	tso	r04	fib_unsafe-5.yml	1289433668	281847954	420632	70112	243	1	632
after	tso	r04	fib_unsafe-6.yml	8542727493	1655361314	607768	101320	281	1	2942
after	tso	r04	fib_unsafe-7.yml	39261371801	7397147670	689848	115000	319	1	13238
after	tso	r04	lazy01.yml	138066	79849	11720	1904	26	1	1
after	tso	r04	pthread-demo-datarace-3.yml	37558714	19500792	566728	94480	262	1	0
after	tso	r04	queue.yml	86809478	5593369	348056	58016	201	1	2
after	tso	r04	queue_longer.yml	0	0	0	0	0	0	-1
after	tso	r04	queue_ok.yml	2970296	692506	396440	66080	229	1	2
after	tso	r04	queue_ok_longer.yml	2693398957	152980374	78832480	2864444	4029	1	2
after	tso	r04	queue_ok_longest.yml	13190106671	742075512	313437728	11039476	8029	1	2
after	tso	r04	race-1_1-join.yml	0	0	0	0	0	1	1
after	tso	r04	race-1_2-join.yml	44991	37286	10424	1688	23	1	1
after	tso	r04	race-1_3-join.yml	47711	32508	10424	1688	23	1	1
after	tso	r04	race-2_1-container_of.yml	0	0	0	0	0	1	1
after	tso	r04	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
after	tso	r04	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
after	tso	r04	reorder_2.yml	40246489	18434223	71416	11872	82	1	162
after	tso	r04	singleton.yml	259295	119559	19064	3128	43	1	1
after	tso	r04	singleton_with-uninit-problems.yml	396846	204453	19496	3200	44	1	4
after	tso	r04	stateful01-1.yml	110665	68162	13880	2264	31	1	0
after	tso	r04	stateful01-2.yml	614394	270016	14312	2336	32	1	6
after	tso	r04	szymanski.yml	1075686	392528	13016	2120	29	1	6
after	tso	r04	time_var_mutex.yml	98129	64143	12584	2048	28	1	2
after	tso	r04	triangular-1.yml	3002833705	2071609201	59320	9856	68	1	16632
after	tso	r04	triangular-2.yml	699683839	477430450	59320	9856	68	1	3638
after	tso	r04	twostage_3.yml	3562510	1219592	86968	14464	100	1	4
after	tso	r04	unwind2-1.yml	0	0	0	0	0	1	1
after	tso	r04	unwind2-100.yml	0	0	0	0	0	1	1
after	tso	r04	unwind3-1.yml	35706	22200	8264	1328	18	1	1
before	pso	r01	01b_inc.yml	175905	68978	10248	1544	21	1	0
before	pso	r01	02_inc_cas.yml	0	0	0	0	0	1	0
before	pso	r01	13-privatized_01-priv_nr_true.yml	359476	159819	10712	1616	22	1	2
before	pso	r01	13-privatized_18-first-reads_true.yml	304731	118681	7928	1184	16	1	2
before	pso	r01	13-privatized_18-first-reads_unknown_1_neg.yml	48634	32110	4216	608	8	1	0
before	pso	r01	13-privatized_18-first-reads_unknown_2_pos.yml	39745	23393	4216	608	8	1	0
before	pso	r01	13-privatized_19-publish-precision_true.yml	1149502	411678	11176	1688	23	1	3
before	pso	r01	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
before	pso	r01	13-privatized_19-publish-precision_unknown_1_pos.yml	32804	26856	6536	968	13	1	0
before	pso	r01	13-privatized_19-publish-precision_unknown_2_neg.yml	39630	33891	6536	968	13	1	0
before	pso	r01	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
before	pso	r01	13-privatized_20-publish-regression_true.yml	654665	231957	11640	1760	24	1	2
before	pso	r01	13-privatized_24-multiple-protecting_true.yml	35590086	14907349	26952	4136	57	1	7
before	pso	r01	13-privatized_25-struct_nr_true.yml	492240	212936	10712	1616	22	1	2
before	pso	r01	13-privatized_27-multiple-protecting2_true.yml	160657447	56926793	28808	4424	61	1	26
before	pso	r01	13-privatized_29-multiple-protecting2-vesal_true.yml	8295102	1518223	17208	2624	36	1	4
before	pso	r01	13-privatized_30-traces-oplus-vs-meet_true.yml	1362600	512859	12568	1904	26	1	2
before	pso	r01	13-privatized_31-traces-mine-vs-mutex_true.yml	3231259	1137629	14424	2192	30	1	4
before	pso	r01	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	3659390	1308518	17208	2624	36	1	3
before	pso	r01	13-privatized_33-traces-v-matters_true.yml	516002	206177	13032	1976	27	1	1
before	pso	r01	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	488713	180032	13496	2048	28	1	1
before	pso	r01	13-privatized_35-traces-ex-2_true.yml	1041668	389167	12104	1832	25	1	2
before	pso	r01	13-privatized_36-traces-ex-3_true.yml	861270	322147	10712	1616	22	1	3
before	pso	r01	13-privatized_37-traces-ex-4_true.yml	984838	358885	12104	1832	25	1	2
before	pso	r01	13-privatized_38-traces-ex-4-switch_true.yml	1054881	391344	12104	1832	25	1	2
before	pso	r01	13-privatized_40-traces-ex-6_true.yml	273239	121831	10248	1544	21	1	1
before	pso	r01	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
before	pso	r01	13-privatized_41-traces-ex-7_unknown_1_pos.yml	45679	32366	6536	968	13	1	0
before	pso	r01	13-privatized_42-traces-ex-mini_true.yml	749078	284274	12568	1904	26	1	2
before	pso	r01	13-privatized_44-traces-mine2_true.yml	123782	56741	10248	1544	21	1	1
before	pso	r01	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	1154073	410770	12104	1832	25	1	2
before	pso	r01	13-privatized_46-refine-protected1_true.yml	108022	56625	7000	1040	14	1	1
before	pso	r01	13-privatized_47-refine-protected2_true.yml	350309	143219	7464	1112	15	1	2
before	pso	r01	13-privatized_57-singlethreaded-unlock_true.yml	39735	38184	3288	464	6	1	1
before	pso	r01	13-privatized_58-singlethreaded-lock_true.yml	34645	34111	3288	464	6	1	1
before	pso	r01	13-privatized_66-mine-W-init_true.yml	0	0	0	0	0	1	1
before	pso	r01	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	42985	27432	5144	752	10	1	0
before	pso	r01	13-privatized_69-refine-protected-loop-interval_true.yml	42443	28118	5144	752	10	1	0
before	pso	r01	14_spin2003.yml	39990	23536	6072	896	12	1	0
before	pso	r01	28-race_reach_01-simple_racing.yml	0	0	0	0	0	0	-1
before	pso	r01	28-race_reach_06-cond_racing1.yml	0	0	0	0	0	0	-1
before	pso	r01	28-race_reach_11-ptr_racing.yml	0	0	0	0	0	0	-1
before	pso	r01	28-race_reach_21-deref_read_racing.yml	0	0	0	0	0	1	0
before	pso	r01	28-race_reach_24-sound_lock_racing.yml	0	0	0	0	0	0	-1
before	pso	r01	28-race_reach_37-indirect_racing.yml	0	0	0	0	0	0	-1
before	pso	r01	28-race_reach_45-escape_racing.yml	36941	22086	9320	1400	19	1	0
before	pso	r01	28-race_reach_46-escape_racefree.yml	1105427	365360	13960	2120	29	1	2
before	pso	r01	29_conditionals_vs.yml	0	0	0	0	0	1	0
before	pso	r01	36-apron_11-traces-max-simple_true.yml	352634	142399	7928	1184	16	1	2
before	pso	r01	36-apron_16-traces-unprot2_true.yml	0	0	0	0	0	1	1
before	pso	r01	36-apron_17-traces-rpb-litmus_unknown_1_neg.yml	0	0	0	0	0	1	0
before	pso	r01	36-apron_21-traces-cluster-based_true.yml	3940896	1292320	16744	2552	35	1	6
before	pso	r01	36-apron_22-traces-write-centered-vs-meet-mutex_true_no-overflow.yml	0	0	0	0	0	1	1
before	pso	r01	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	0	0	0	0	0	1	0
before	pso	r01	43_NetBSD_sysmon_power_sliced.yml	0	0	0	0	0	1	0
before	pso	r01	45_monabsex1_vs.yml	125546	58089	7928	1184	16	1	0
before	pso	r01	46_monabsex2_vs.yml	305045	110419	10248	1544	21	1	0
before	pso	r01	48_ticket_lock_low_contention_vs-pthread.yml	38903	26411	6072	896	12	1	0
before	pso	r01	48_ticket_lock_low_contention_vs.yml	153095	62270	12104	1832	25	1	0
before	pso	r01	butterfly.yml	31872116941	8890411907	28808	4424	61	1	64560
before	pso	r01	circular_buffer_bad.yml	35280641	12808307	83168	12880	89	1	1
before	pso	r01	circular_buffer_ok.yml	0	0	0	0	0	0	-1
before	pso	r01	dekker-unfair.yml	1614563	474732	16744	2552	35	1	4
before	pso	r01	dekker.yml	1506389	446940	16744	2552	35	1	4
before	pso	r01	exponential-nondet.yml	0	0	0	0	0	1	1
before	pso	r01	fib_safe-5.yml	0	0	0	0	0	0	-1
before	pso	r01	fib_safe-6.yml	0	0	0	0	0	0	-1
before	pso	r01	fib_unsafe-5.yml	51219454807	8389244219	451728	70112	243	1	632
before	pso	r01	fib_unsafe-6.yml	0	0	0	0	0	0	-1
before	pso	r01	fib_unsafe-7.yml	0	0	0	0	0	0	-1
before	pso	r01	lazy01.yml	677646	252966	13960	2120	29	1	1
before	pso	r01	pthread-demo-datarace-3.yml	32631495	17809879	608632	94480	262	1	0
before	pso	r01	queue.yml	2012227035	680457765	381200	59168	205	1	2
before	pso	r01	queue_longer.yml	0	0	0	0	0	0	-1
before	pso	r01	queue_ok.yml	33939206	3406019	1407320	218456	433	1	2
before	pso	r01	queue_ok_longer.yml	34434173496	770069438	335636480	5872240	8033	1	2
before	pso	r01	queue_ok_longest.yml	0	0	0	0	0	0	-1
before	pso	r01	race-1_1-join.yml	89577	40964	7928	1184	16	1	1
before	pso	r01	race-1_2-join.yml	479357	175243	13496	2048	28	1	1
before	pso	r01	race-1_3-join.yml	473034	182262	13496	2048	28	1	1
before	pso	r01	race-2_1-container_of.yml	0	0	0	0	0	1	1
before	pso	r01	race-3_1-container_of-global.yml	0	0	0	0	0	1	1
before	pso	r01	race-4_1-thread_local_vars.yml	0	0	0	0	0	1	0
before	pso	r01	reorder_2.yml	887199266	262593706	76672	11872	82	1	162
before	pso	r01	singleton.yml	1165179	355480	22312	3416	47	1	1
before	pso	r01	singleton_with-uninit-problems.yml	3950088	1143085	22776	3488	48	1	4
before	pso	r01	stateful01-1.yml	454448	187392	17208	2624	36	1	0
before	pso	r01	stateful01-2.yml	5471074	2061596	17208	2624	36	1	6
before	pso	r01	szymanski.yml	13309750	3458614	14888	2264	31	1	6
before	pso	r01	time_var_mutex.yml	945816	339043	15816	2408	33	1	2
before	pso	r01	triangular-1.yml	0	0	0	0	0	0	-1
before	pso	r01	triangular-2.yml	30885159264	14899098106	63680	9856	68	1	3638
before	pso	r01	twostage_3.yml	13933751	3481375	94304	14608	101	1	4
before	pso	r01	unwind2-1.yml	96390	44349	8856	1328	18	1	1
before	pso	r01	unwind2-100.yml	86642	39873	8856	1328	18	1	1
before	pso	r01	unwind3-1.yml	95488	42754	8856	1328	18	1	1
before	pso	r02	01b_inc.yml	222188	102170	10248	1544	21	1	0
before	pso	r02	02_inc_cas.yml	0	0	0	0	0	1	0
before	pso	r02	13-privatized_01-priv_nr_true.yml	343533	142279	10712	1616	22	1	2
before	pso	r02	13-privatized_18-first-reads_true.yml	490896	189917	7928	1184	16	1	2
before	pso	r02	13-privatized_18-first-reads_unknown_1_neg.yml	36366	26052	4216	608	8	1	0
before	pso	r02	13-privatized_18-first-reads_unknown_2_pos.yml	37371	29662	4216	608	8	1	0
before	pso	r02	13-privatized_19-publish-precision_true.yml	1360725	490886	11176	1688	23	1	3
before	pso	r02	13-privatized_19-publish-precision_unknown_1_neg.yml	0	0	0	0	0	1	0
before	pso	r02	13-privatized_19-publish-precision_unknown_1_pos.yml	52758	37384	6536	968	13	1	0
before	pso	r02	13-privatized_19-publish-precision_unknown_2_neg.yml	47640	35182	6536	968	13	1	0
before	pso	r02	13-privatized_19-publish-precision_unknown_2_pos.yml	0	0	0	0	0	1	0
before	pso	r02	13-privatized_20-publish-regression_true.yml	848224	288130	11640	1760	24	1	2
before	pso	r02	13-privatized_24-multiple-protecting_true.yml	33594175	12753148	26952	4136	57	1	7
before	pso	r02	13-privatized_25-struct_nr_true.yml	453431	183121	10712	1616	22	1	2
before	pso	r02	13-privatized_27-multiple-protecting2_true.yml	171680521	63758852	28808	4424	61	1	26
before	pso	r02	13-privatized_29-multiple-protecting2-vesal_true.yml	5317476	1767544	17208	2624	36	1	4
before	pso	r02	13-privatized_30-traces-oplus-vs-meet_true.yml	1373057	510521	12568	1904	26	1	2
before	pso	r02	13-privatized_31-traces-mine-vs-mutex_true.yml	4089257	1419070	14424	2192	30	1	4
before	pso	r02	13-privatized_32-traces-mine-vs-oplus-vs-meet_true.yml	4552855	1559992	17208	2624	36	1	3
before	pso	r02	13-privatized_33-traces-v-matters_true.yml	499653	208062	13032	1976	27	1	1
before	pso	r02	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	679007	224072	13496	2048	28	1	1
before	pso	r02	13-privatized_35-traces-ex-2_true.yml	1013304	372709	12104	1832	25	1	2
before	pso	r02	13-privatized_36-traces-ex-3_true.yml	1109433	420823	10712	1616	22	1	3
before	pso	r02	13-privatized_37-traces-ex-4_true.yml	1261646	441187	12104	1832	25	1	2
before	pso	r02	13-privatized_38-traces-ex-4-switch_true.yml	1330540	488756	12104	1832	25	1	2
before	pso	r02	13-privatized_40-traces-ex-6_true.yml	275914	120077	10248	1544	21	1	1
before	pso	r02	13-privatized_41-traces-ex-7_unknown_1_neg.yml	0	0	0	0	0	1	0
before	pso	r02	13-privatized_41-traces-ex-7_unknown_1_pos.yml	41042	31739	6536	968	13	1	0
before	pso	r02	13-privatized_42-traces-ex-mini_true.yml	923348	340951	12568	1904	26	1	2
before	pso	r02	13-privatized_44-traces-mine2_true.yml	156934	69078	10248	1544	21	1	1
before	pso	r02	13-privatized_45-traces-per-global-and-current-lock-mine-incomparable_true.yml	968324	384123	12104	1832	25	1	2
before	pso	r02	13-privatized_46-refine-protected1_true.yml	144776	61618	7000	1040	14	1	1
before	pso	r02	13-privatized_47-refine-protected2_true.yml	346064	142317	7464	1112	15	1	2
