model,task,status,category,cputime_s,walltime_s,memory_bytes,backward_offered,backward_queued,co_offered,co_queued,inconsistent_revisit_prefixes,max_retained_work,max_rf_same_value_class,realized_revisit_prefixes,rf_offered,rf_queued,rf_same_value_candidate_upper_bound,rf_same_value_choice_points,rf_value_choice_points,rf_value_classes,validity_queries,work_added,work_popped
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe011_power.opt_pso.opt.yml,TIMEOUT,error,60.960144544,61.01930751907639,26320896,64520,64520,359664,0,0,45,8,109410,212106,64530,64530,44896,44896,44896,134676,129050,129034
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe011_power.oepc_pso.oepc_rmo.oepc_rmo.opt.yml,false(unreach-call),correct,8.534386238,8.54744907899294,26345472,9932,9932,57318,0,0,37,7,16999,33643,9944,9944,7078,7078,7078,21210,19877,19853
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe026_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.yml,false(unreach-call),correct,3.898698145,3.9104528420139104,26304512,3631,3631,20988,0,0,31,6,6328,12325,3641,3641,2707,2707,2707,8099,7273,7252
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix057_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.yml,TIMEOUT,error,60.394278052,61.018640544964,26247168,57205,57205,319839,0,0,49,8,97204,188549,57225,57225,40012,40012,40012,120010,114430,114397
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix052_tso.oepc.yml,TIMEOUT,error,60.921710524,61.01537482091226,26300416,64520,64520,359664,0,0,45,8,109410,212106,64530,64530,44896,44896,44896,134676,129050,129034
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe021_power.opt_pso.opt.yml,TIMEOUT,error,60.682077508,61.0160416389117,26357760,64520,64520,359664,0,0,45,8,109410,212106,64530,64530,44896,44896,44896,134676,129050,129034
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix055.opt.yml,TIMEOUT,error,60.954077492,61.01465130504221,26361856,57205,57205,319839,0,0,49,8,97204,188549,57225,57225,40012,40012,40012,120010,114430,114397
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix052_power.oepc_power.opt_pso.oepc_rmo.oepc.yml,false(unreach-call),correct,10.823137627,10.845303416019306,26296320,9932,9932,57318,0,0,37,7,16999,33643,9944,9944,7078,7078,7078,21210,19877,19853
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix028_power.opt_pso.opt_rmo.opt.yml,TIMEOUT,error,60.958065326,61.02025605994277,26279936,63334,63334,361563,0,0,48,8,108658,212463,63345,63345,45329,45329,45329,135977,126679,126663
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix019_tso.oepc.yml,TIMEOUT,error,60.967546067,61.01911494904198,26365952,56057,56056,321952,0,0,47,8,96338,189032,56079,56079,40292,40292,40292,120856,112135,112103
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix019_power.oepc_pso.oepc_rmo.oepc.yml,false(unreach-call),correct,23.981529164,24.109663526993245,26198016,20853,20853,122956,0,0,43,7,35956,71925,20867,20867,15115,15115,15115,45319,41721,41694
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix025_power.oepc_power.opt_pso.oepc_rmo.oepc_tso.oepc_tso.opt.yml,false(unreach-call),correct,24.058219596,24.092043395037763,26284032,20853,20853,122956,0,0,43,7,35956,71925,20867,20867,15115,15115,15115,45319,41721,41694
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix049_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt-podwr001_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.yml,false(unreach-call),correct,10.806016169,10.82437381602358,26218496,9932,9932,57318,0,0,37,7,16999,33643,9944,9944,7078,7078,7078,21210,19877,19853
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix016.oepc.yml,false(unreach-call),correct,24.923259329,24.956784615060315,26238976,20853,20853,122956,0,0,43,7,35956,71925,20867,20867,15115,15115,15115,45319,41721,41694
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix038_power.oepc_pso.oepc_rmo.oepc.yml,false(unreach-call),correct,48.455728967,48.506107516004704,26279936,40146,40146,243078,0,0,49,7,69751,141635,40162,40162,29618,29618,29618,88826,80309,80279
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix046.opt.yml,TIMEOUT,error,60.419902465,61.01739644689951,26357760,54165,54165,326467,0,0,53,7,94398,190339,54179,54180,40248,40248,40248,120713,108344,108316
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix035.oepc.yml,false(unreach-call),correct,48.719324699,48.77126379997935,26226688,40146,40146,243078,0,0,49,7,69751,141635,40162,40162,29618,29618,29618,88826,80309,80279
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix043.opt.yml,TIMEOUT,error,60.970883562,61.02058068208862,26345472,54165,54165,326467,0,0,53,7,94398,190339,54179,54180,40248,40248,40248,120713,108344,108316
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix017_power.opt_rmo.opt.yml,TIMEOUT,error,60.929223408,61.01570382993668,26226688,41995,41995,241463,0,0,51,7,72264,141745,42004,42004,30281,30281,30281,90819,83999,83978
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix003.oepc.yml,TIMEOUT,error,60.94764896,61.02077856101096,26230784,48608,48608,286450,0,0,50,8,82001,167546,48620,48620,33403,33403,33403,100189,97228,97207
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix011_tso.oepc.yml,TIMEOUT,error,60.401635963,61.017903003958054,26353664,55642,55642,330332,0,0,52,9,92216,193023,55667,55672,36585,36585,36585,109732,111309,111274
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix011_power.oepc_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.969589783,61.01810336206108,26333184,48589,48589,289494,0,0,52,9,80481,169062,48603,48604,31902,31902,31902,95686,97192,97169
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix036_power.opt_rmo.opt.yml,TIMEOUT,error,60.956712003,61.02257242600899,26210304,40523,40522,245616,0,0,53,7,70428,143098,40542,40542,29924,29924,29924,89736,81064,81027
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix010.oepc.yml,TIMEOUT,error,60.928520452,61.01675987895578,26218496,48589,48589,289494,0,0,52,9,80481,169062,48603,48604,31902,31902,31902,95686,97192,97169
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix033_power.oepc_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.488914707,61.018239796045236,26218496,47601,47601,290760,0,0,53,8,80014,169197,47608,47609,32429,32429,32429,97255,95209,95187
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix053_tso.oepc.yml,TIMEOUT,error,60.948131329,61.0181766039459,26316800,50031,50031,279815,0,0,49,8,85080,164945,50046,50046,35063,35063,35063,105161,100077,100048
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/rfi008.opt.yml,false(unreach-call),correct,2.182688845,2.20534026902169,26218496,2180,2180,13458,0,0,33,7,3602,7839,2195,2195,1431,1431,1431,4273,4376,4351
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix032.oepc.yml,TIMEOUT,error,60.944258795,61.02924752701074,26218496,47601,47601,290760,0,0,53,8,80014,169197,47608,47609,32429,32429,32429,97255,95209,95187
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix009.opt.yml,false(unreach-call),correct,4.367910894,4.4132850270252675,26218496,4547,4547,28330,0,0,39,8,7320,16462,4565,4565,2783,2783,2783,8327,9113,9084
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe012_power.oepc.yml,false(unreach-call),correct,0.082737854,0.09843159094452858,26345472,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe007_power.oepc-thin001_power.oepc.yml,false(unreach-call),correct,0.079923245,0.09635436697863042,26238976,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix029_power.opt_pso.opt_rmo.opt.yml,TIMEOUT,error,60.838512332,61.02025969407987,26353664,49041,49041,281760,0,0,51,8,84271,165427,49059,49059,35246,35246,35246,105706,98100,98066
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe006_power.opt-thin000_power.opt.yml,false(unreach-call),correct,0.444290087,0.4583009590860456,26370048,428,428,2598,0,0,22,6,720,1525,436,436,299,299,299,881,865,849
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix040_tso.oepc.yml,TIMEOUT,error,60.966671272,61.01869308692403,26349568,47267,47267,286150,0,0,53,7,82372,166733,47282,47283,35121,35121,35121,105331,94549,94519
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix019.opt.yml,TIMEOUT,error,60.601849196,61.01440296997316,26361856,49040,49040,281759,0,0,47,8,84272,165425,49059,49059,35245,35245,35245,105709,98099,98067
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe014_power.opt.yml,false(unreach-call),correct,0.07998928,0.09365794702898711,26263552,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix006.opt.yml,TIMEOUT,error,60.959859765,61.02042783703655,26316800,48608,48608,286450,0,0,50,8,82001,167546,48620,48620,33403,33403,33403,100189,97228,97207
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix055_tso.oepc.yml,TIMEOUT,error,60.915654143,61.01051941595506,26357760,42847,42847,240078,0,0,49,8,72812,141485,42862,42862,29980,29980,29980,89910,85709,85680
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix053_power.oepc_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.961138604,61.0158448710572,26349568,35756,35756,200236,0,0,49,8,60585,118009,35763,35763,24840,24840,24840,74498,71519,71501
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix011.opt.yml,TIMEOUT,error,60.964770375,61.01521172502544,26296320,48589,48589,289494,0,0,52,9,80481,169062,48603,48604,31902,31902,31902,95686,97192,97169
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix051_tso.oepc.yml,TIMEOUT,error,60.863148931,61.01798601006158,26349568,42847,42847,240078,0,0,49,8,72812,141485,42862,42862,29980,29980,29980,89910,85709,85680
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix051_power.oepc_power.opt_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.969230606,61.021092380047776,26357760,35756,35756,200236,0,0,49,8,60585,118009,35763,35763,24840,24840,24840,74498,71519,71501
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix010.opt.yml,TIMEOUT,error,60.970852326,61.01853637397289,26337280,48589,48589,289494,0,0,52,9,80481,169062,48603,48604,31902,31902,31902,95686,97192,97169
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix050.yml,TIMEOUT,error,60.964955927,61.019013087963685,26345472,35756,35756,200236,0,0,49,8,60585,118009,35763,35763,24840,24840,24840,74498,71519,71501
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix027_power.oepc_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.961577336,61.0171505700564,26345472,34733,34733,201737,0,0,47,7,60000,118263,34753,34753,25283,25283,25283,75817,69486,69450
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix029_power.oepc_pso.oepc_rmo.oepc_tso.oepc_tso.opt.yml,TIMEOUT,error,60.953508016,61.02131476101931,26288128,34733,34733,201737,0,0,47,7,60000,118263,34753,34753,25283,25283,25283,75817,69486,69450
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix001.opt.yml,TIMEOUT,error,60.961840154,61.01814696099609,26349568,48609,48609,286449,0,0,51,8,82001,167547,48621,48621,33404,33404,33404,100188,97230,97207
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix026.oepc.yml,TIMEOUT,error,60.584153349,61.016792561043985,26365952,34733,34733,201737,0,0,47,7,60000,118263,34753,34753,25283,25283,25283,75817,69486,69450
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix018_tso.oepc.yml,TIMEOUT,error,60.955694834,61.01899788703304,26349568,41995,41995,241463,0,0,51,7,72264,141745,42004,42004,30281,30281,30281,90819,83999,83978
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix018_power.oepc_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.966386327,61.01304254401475,26304512,34733,34733,201737,0,0,47,7,60000,118263,34753,34753,25283,25283,25283,75817,69486,69450
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix044_power.oepc_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.962476204,61.018361205933616,26312704,33864,33864,204747,0,0,53,7,58641,119329,33879,33879,24794,24794,24794,74348,67743,67712
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix002.opt.yml,TIMEOUT,error,60.969510992,61.02143109194003,26251264,41632,41632,245834,0,0,52,8,70136,143759,41649,41650,28519,28519,28519,85526,83281,83250
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix017.oepc.yml,TIMEOUT,error,60.97012548,61.02464492700528,26251264,34733,34733,201737,0,0,47,7,60000,118263,34753,34753,25283,25283,25283,75817,69486,69450
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix043.oepc.yml,TIMEOUT,error,60.971428646,61.039243938052095,26288128,33864,33864,204747,0,0,53,7,58641,119329,33879,33879,24794,24794,24794,74348,67743,67712
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix023_power.oepc_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.993087759,61.05489711696282,26296320,34733,34733,201737,0,0,48,7,60000,118263,34753,34753,25283,25283,25283,75817,69486,69450
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix037_power.oepc_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.965826567,61.019295266014524,26365952,33864,33864,204747,0,0,53,7,58641,119329,33879,33879,24794,24794,24794,74348,67743,67712
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/rfi006_rmo.yml,false(unreach-call),correct,0.086153954,0.09908356599044055,26345472,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe007_power.opt-thin001_power.opt.yml,TIMEOUT,error,60.966234743,61.01761507906485,26349568,50030,50030,279815,0,0,45,8,85080,164945,50046,50046,35062,35062,35062,105162,100076,100048
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix036.oepc.yml,TIMEOUT,error,60.962834256,61.01153749099467,26390528,33864,33864,204747,0,0,53,7,58641,119329,33879,33879,24794,24794,24794,74348,67743,67712
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix005_power.oepc_pso.oepc_rmo.oepc.yml,TIMEOUT,error,60.95218807,61.01530745800119,26370048,34766,34765,205272,0,0,54,8,58229,120039,34777,34777,23481,23481,23481,70409,69542,69514
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix018.opt.yml,TIMEOUT,error,60.96453217,61.02036531991325,26415104,41995,41995,241463,0,0,51,7,72264,141745,42004,42004,30281,30281,30281,90819,83999,83978
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix004.oepc.yml,TIMEOUT,error,60.687959151,61.017853067955,26390528,34766,34765,205272,0,0,54,8,58229,120039,34777,34777,23481,23481,23481,70409,69542,69514
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/rfi009_rmo.oepc.yml,false(unreach-call),correct,0.085606831,0.09926286293193698,26345472,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix017_pso.opt_tso.opt.yml,TIMEOUT,error,60.959492872,61.01320844399743,26316800,41995,41995,241463,0,0,51,7,72264,141745,42004,42004,30281,30281,30281,90819,83999,83978
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix007.opt.yml,TIMEOUT,error,60.962378316,61.015810818062164,26345472,41633,41633,245836,0,0,54,8,70135,143759,41649,41649,28519,28519,28519,85523,83282,83249
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix004.opt.yml,TIMEOUT,error,60.743814449,61.017620104015805,26382336,41633,41633,245836,0,0,54,8,70135,143759,41649,41649,28519,28519,28519,85523,83282,83249
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe009_power.opt.yml,TIMEOUT,error,60.967722471,61.01646791398525,26378240,50869,50869,280158,0,0,45,9,84769,165535,50886,50886,33909,33909,33909,101709,101755,101729
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix030_tso.yml,TIMEOUT,error,60.962725373,61.01686593401246,26484736,41995,41995,241463,0,0,51,7,72264,141745,42004,42004,30281,30281,30281,90819,83999,83978
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe020_rmo.yml,TIMEOUT,error,60.637574248,61.01728184497915,26374144,57791,57791,319327,0,0,46,8,97362,188584,57811,57811,39581,39581,39581,118725,115602,115573
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe018_rmo.opt.yml,TIMEOUT,error,60.962191695,61.01651240803767,26431488,57791,57791,319328,0,0,45,8,97362,188583,57810,57810,39580,39580,39580,118724,115601,115574
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe003_power.opt.yml,TIMEOUT,error,60.961597332,61.0168858889956,26415104,50030,50030,279815,0,0,45,8,85080,164945,50046,50046,35062,35062,35062,105162,100076,100048
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe027_rmo.yml,false(unreach-call),correct,0.085356465,0.09833970700856298,26329088,14,14,62,0,0,15,2,15,45,14,14,14,14,14,14,29,15
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe016_rmo.oepc.yml,false(unreach-call),correct,0.08779398,0.10329191305208951,26439680,14,14,62,0,0,15,2,15,45,14,14,14,14,14,14,29,15
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/rfi006_power.oepc.yml,false(unreach-call),correct,0.086816211,0.10470886097755283,26484736,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/rfi009_power.oepc.yml,false(unreach-call),correct,0.083861898,0.0964759869966656,26513408,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/rfi000_tso.yml,true,correct,2.688443439,2.7028957599541172,26533888,2309,2309,14699,0,0,35,6,3898,8504,2309,2309,1589,1589,1589,4767,4618,4618
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-deagle/arithmetic_prog_bad.yml,ERROR (compilation),error,0.059557191,0.07293358002789319,25526272,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/rfi006_power.opt.yml,false(unreach-call),correct,0.088629672,0.10185835906304419,26443776,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe027_power.oepc.yml,false(unreach-call),correct,0.090261728,0.10457108996342868,26464256,14,14,62,0,0,15,2,15,45,14,14,14,14,14,14,29,15
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe020_power.yml,TIMEOUT,error,60.967235891,61.02003599097952,26554368,43340,43340,239367,0,0,46,8,73085,141378,43360,43360,29754,29754,29754,89244,86700,86671
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe028_power.yml,TIMEOUT,error,60.69673222,61.0183485429734,26464256,43340,43340,239367,0,0,46,8,73085,141378,43360,43360,29754,29754,29754,89244,86700,86671
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/rfi003_tso.yml,true,correct,7.198285759,7.216924429987557,26497024,5543,5543,34913,0,0,42,7,9106,20228,5543,5543,3563,3563,3563,10689,11086,11086
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe019_power.oepc.yml,false(unreach-call),correct,0.092383812,0.10787894402164966,26509312,14,14,62,0,0,15,2,15,45,14,14,14,14,14,14,29,15
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe004_power.oepc_pso.oepc_rmo.oepc.yml,false(unreach-call),correct,13.588480645,13.867319084936753,26615808,9932,9932,57318,0,0,37,7,16999,33643,9944,9944,7078,7078,7078,21210,19877,19853
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe001_rmo.oepc.yml,false(unreach-call),correct,0.08971256,0.10279696295037866,26615808,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe015_rmo.yml,TIMEOUT,error,60.964672889,61.018509460031055,26525696,57205,57205,319839,0,0,46,8,97204,188549,57225,57225,40012,40012,40012,120010,114430,114397
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe014_rmo.opt.yml,TIMEOUT,error,60.648114057,61.02044024004135,26619904,57204,57204,319840,0,0,45,8,97204,188548,57224,57224,40011,40011,40011,120011,114428,114397
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe025_rmo.yml,TIMEOUT,error,60.971422328,61.01946836709976,26476544,50031,50030,279813,0,0,46,8,85080,164945,50047,50047,35063,35063,35063,105163,100077,100048
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe016_power.opt.yml,TIMEOUT,error,60.968466014,61.01932558405679,26611712,50786,50786,280486,0,0,48,9,84620,165656,50797,50799,33847,33847,33847,101514,101583,101560
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_28-funptr_racefree.yml,TIMEOUT,error,61.153366126,61.24985853396356,3979669504,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe027_power.opt.yml,TIMEOUT,error,60.966012886,61.0181017461,26611712,36308,36307,199847,0,0,45,9,60683,118102,36326,36326,24388,24388,24388,73140,72633,72603
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe015_power.opt.yml,TIMEOUT,error,60.765900337,61.02398966997862,26615808,50031,50030,279813,0,0,46,8,85080,164945,50047,50047,35063,35063,35063,105163,100077,100048
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe002_power.oepc.yml,false(unreach-call),correct,0.096709052,0.10688928689341992,26607616,12,12,54,0,0,13,2,13,39,12,12,12,12,12,12,25,13
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/safe015_power.oepc.yml,false(unreach-call),correct,0.088785576,0.10624832601752132,26611712,7,7,27,0,0,8,2,8,21,7,7,7,7,7,7,15,8
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_06-cond_racing1.yml,false(unreach-call),correct,11.966100243,12.004511119914241,2061058048,1,1,8,0,0,2,2,2,6,1,1,1,1,1,1,3,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_07-cond_racing2.yml,TIMEOUT,error,61.176153059,61.25830606697127,3989176320,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/stack-1.yml,true,correct,0.070352629,0.08528956188820302,26013696,5,5,16,0,0,6,1,10,16,5,0,0,5,10,10,10,10
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/stack_longest-2.yml,TIMEOUT,error,61.161430229,61.209844170021825,3471044608,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/stack_longer-1.yml,true,wrong,12.444125251,12.532364454003982,698392576,400,400,1201,0,0,401,1,800,1201,400,0,0,400,800,800,800,800
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_74-tricky_address1_racefree.yml,true,correct,1.271321585,1.2841260030400008,26087424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_75-tricky_address2_racefree.yml,true,correct,1.271865399,1.2930779029848054,26038272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_77-tricky_address4_racing.yml,true,wrong,1.30715312,1.3186889940407127,26091520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/goblint-regression/28-race_reach_73-funloop_hard_racefree.yml,TIMEOUT,error,60.417471927,60.490134460967965,3999997952,,,,,,,,,,,,,,,,,
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/rfi002_tso.yml,true,correct,10.079055558,10.096027151914313,26742784,5543,5543,34913,0,0,42,7,9106,20228,5543,5543,3563,3563,3563,10689,11086,11086
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/queue_ok_longer.yml,true,correct,0.437187123,0.44931366795208305,79347712,1,1,7,0,0,2,2,2,4,1,1,1,1,1,3,2,2
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/queue_longer.yml,TIMEOUT,error,61.037344501,61.07950950099621,1153323008,373,373,299787,0,0,149201,401,373,299094,149200,149200,373,373,373,373,149573,373
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread/queue.yml,false(unreach-call),correct,0.089795767,0.10894035606179386,26038272,22,22,919,0,0,401,21,23,859,400,400,20,20,20,20,423,25
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix006_tso.oepc.yml,TIMEOUT,error,60.971667341,61.015981225064024,26730496,27806,27806,163693,0,0,46,8,46842,95781,27831,27831,19048,19048,19048,57120,55637,55600
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-wmm/mix023_tso.yml,TIMEOUT,error,60.8342535,61.01669940899592,26877952,20679,20678,121829,0,0,48,7,35631,71276,20692,20692,14970,14970,14970,44876,41370,41340
sc,../../../../../svcomp2026-caat/sv-benchmarks/c/pthread-lit/sssc12_variant.yml,true,correct,0.070318641,0.08303279301617295,25939968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
